Lab.code,Sample.ID,Sequencing_Run,Sampling.date,Sample_location,Street.No.,Vendor.No.,edge_case,Stall_corrected,address,Stall_corrected_merged,Sample.type,Sample.information,SARS.CoV.2.qPCR.result,Precise.location,FromHSM
A76,Env_0076,,2020-01-01,West,7,2-4,,West|7|2-4,West|7|2-4,West|7|2-4,Environmental swab,Surface of the door,Negative,1,TRUE
A77,Env_0077,,2020-01-01,West,7,2-4,,West|7|2-4,West|7|2-4,West|7|2-4,Environmental swab,Ground,Negative,1,TRUE
A78,Env_0078,,2020-01-01,West,7,X4-X6,,West|7|X4-X6,West|7|X4-X6,West|7|X4-X6,Environmental swab,Surface of the door,Negative,1,TRUE
A79,Env_0079,,2020-01-01,West,7,X4-X6,,West|7|X4-X6,West|7|X4-X6,West|7|X4-X6,Environmental swab,Ground,Negative,1,TRUE
A8,Env_0008,,2020-01-01,West,4,20,,West|4|20,West|4|20,West|4|20,Environmental swab,Cashier,Negative,1,TRUE
A80,Env_0080,,2020-01-01,West,7,X3-X5,,West|7|X3-X5,West|7|X3-X5,West|7|X1-X3-X5,Environmental swab,Surface of the door,Negative,1,TRUE
A81,Env_0081,,2020-01-01,West,7,X3-X5,,West|7|X3-X5,West|7|X3-X5,West|7|X1-X3-X5,Environmental swab,Ground,Negative,1,TRUE
A82,Env_0082,,2020-01-01,West,7,X2-X4,,West|7|X2-X4,West|7|X2-X4,West|7|X2-X4,Environmental swab,Surface of the door,Negative,1,TRUE
A83,Env_0083,,2020-01-01,West,7,X2-X4,,West|7|X2-X4,West|7|X2-X4,West|7|X2-X4,Environmental swab,Ground,Negative,1,TRUE
A84,Env_0084,,2020-01-01,West,7,X1-X3,,West|7|X1-X3,West|7|X1-X3,West|7|X1-X3-X5,Environmental swab,Cashier desk,Negative,1,TRUE
A85,Env_0085,,2020-01-01,West,7,X1-X3,,West|7|X1-X3,West|7|X1-X3,West|7|X1-X3-X5,Environmental swab,Ground,Negative,1,TRUE
A86,Env_0086,,2020-01-01,West,7,X1-X3,,West|7|X1-X3,West|7|X1-X3,West|7|X1-X3-X5,Environmental swab,Surface of the door,Negative,1,TRUE
A87,Env_0087,SRR23971567,2020-01-01,West,4,28,,West|4|28,West|4|28,West|4|28,Environmental swab,Surface of the door,Positive,1,TRUE
A88,Env_0088,SRR23971569,2020-01-01,West,4,28,,West|4|28,West|4|28,West|4|28,Environmental swab,Ground,Positive,1,TRUE
A89,Env_0089,,2020-01-01,West,4,26,,West|4|26,West|4|26,West|4|26,Environmental swab,Surface of the door,Negative,1,TRUE
A9,Env_0009,,2020-01-01,West,4,20,,West|4|20,West|4|20,West|4|20,Environmental swab,Surface of packing bag,Negative,1,TRUE
A90,Env_0090,SRR23971570,2020-01-01,West,4,26,,West|4|26,West|4|26,West|4|26,Environmental swab,Ground,Positive,1,TRUE
A91,Env_0091,,2020-01-01,West,4,30,,West|4|30,West|4|30,West|4|30,Environmental swab,Surface of the door,Negative,1,TRUE
A92,Env_0092,,2020-01-01,West,4,30,,West|4|30,West|4|30,West|4|30,Environmental swab,Ground,Negative,1,TRUE
A93,Env_0093,,2020-01-01,West,4,23,,West|4|23,West|4|23,West|4|23,Environmental swab,Surface of the door,Negative,1,TRUE
A94,Env_0094,,2020-01-01,West,4,23,,West|4|23,West|4|23,West|4|23,Environmental swab,Ground,Negative,1,TRUE
A95,Env_0095,,2020-01-01,West,4,24,,West|4|24,West|4|24,West|4|24,Environmental swab,Surface of the door,Negative,1,TRUE
A96,Env_0096,SRR23971571,2020-01-01,West,4,24,,West|4|24,West|4|24,West|4|24,Environmental swab,Ground,Positive,1,TRUE
A97,Env_0097,,2020-01-01,West,4,22,,West|4|22,West|4|22,West|4|22,Environmental swab,Surface of the door,Negative,1,TRUE
A98,Env_0098,,2020-01-01,West,4,22,,West|4|22,West|4|22,West|4|22,Environmental swab,Ground,Negative,1,TRUE
A99,Env_0099,,2020-01-01,West,4,21,,West|4|21,West|4|21,West|4|21,Environmental swab,Surface of the door,Negative,1,TRUE
B1,Env_0122,,2020-01-01,West,5,6-8,,West|5|6-8,West|5|6-8,West|5|6-8,Environmental swab,Cart,Negative,1,TRUE
B10,Env_0131,,2020-01-01,West,11,11-13,,West|11|11-13,West|11|11-13,West|11|11-13,Environmental swab,Cart,Negative,1,TRUE
B11,Env_0132,,2020-01-01,West,11,11-13,,West|11|11-13,West|11|11-13,West|11|11-13,Environmental swab,Inner surface of refrigerator,Negative,1,TRUE
B12,Env_0133,,2020-01-01,West,11,11-13,,West|11|11-13,West|11|11-13,West|11|11-13,Environmental swab,Cashier,Negative,1,TRUE
B13,Env_0134,,2020-01-01,West,15,44,,West|15|44,West|15|44,West|15|44,Environmental swab,Bucket,Negative,1,TRUE
B14,Env_0135,,2020-01-01,West,15,44,,West|15|44,West|15|44,West|15|44,Environmental swab,Glove,Negative,1,TRUE
B15,Env_0136,,2020-01-01,West,15,44,,West|15|44,West|15|44,West|15|44,Environmental swab,Basket,Negative,1,TRUE
B16,Env_0137,,2020-01-01,West,15,44,Reassigned to 44 because I can’t see a distinction between 44 and X44.,West|15|44,West|15|44,West|15|44,Environmental swab,Cashier,Negative,1,TRUE
B17,Env_0138,SRR23971572,2020-01-01,West,15,44,Reassigned to 44 because I can’t see a distinction between 44 and X44.,West|15|44,West|15|44,West|15|44,Environmental swab,Scale,Positive,1,TRUE
B2,Env_0123,,2020-01-01,West,5,6-8,,West|5|6-8,West|5|6-8,West|5|6-8,Environmental swab,Water in fishbowl,Negative,1,TRUE
B3,Env_0124,,2020-01-01,West,5,6-8,,West|5|6-8,West|5|6-8,West|5|6-8,Environmental swab,Cashier,Negative,1,TRUE
B4,Env_0125,,2020-01-01,West,5,6-8,,West|5|6-8,West|5|6-8,West|5|6-8,Environmental swab,Basket,Negative,1,TRUE
B5,Env_0126,SRR23971573,2020-01-01,West,5,6-8,,West|5|6-8,West|5|6-8,West|5|6-8,Environmental swab,Ground,Positive,1,TRUE
B6,Env_0127,,2020-01-01,West,5,6-8,,West|5|6-8,West|5|6-8,West|5|6-8,Environmental swab,Knief,Negative,1,TRUE
B7,Env_0128,,2020-01-01,West,5,6-8,,West|5|6-8,West|5|6-8,West|5|6-8,Environmental swab,Fishbow,Negative,1,TRUE
B8,Env_0129,,2020-01-01,West,11,11,,West|11|11,West|11|11,West|11|11-13,Environmental swab,Cutting machine,Negative,1,TRUE
B9,Env_0130,,2020-01-01,West,11,11-13,,West|11|11-13,West|11|11-13,West|11|11-13,Environmental swab,Surface of food,Negative,1,TRUE
C1,Env_0139,,2020-01-01,West,13,X2,,West|13|X2,West|13|X2,West|13|X2,Environmental swab,Wall,Negative,1,TRUE
C1_2,Env_0831,,2020-02-20,West,6,18,,West|6|18,West|6|18,West|6|18,Environmental swab,Inner surface of refrigerator,Negative,1,TRUE
C10,Env_0148,,2020-01-01,West,4,19,,West|4|19,West|4|19,West|4|19,Environmental swab,Water in fishbowl,Negative,1,TRUE
C11,Env_0149,,2020-01-01,West,4,19,,West|4|19,West|4|19,West|4|19,Environmental swab,Food container,Negative,1,TRUE
C12,Env_0150,,2020-01-01,West,4,19,,West|4|19,West|4|19,West|4|19,Environmental swab,Food container,Negative,1,TRUE
C13,Env_0151,,2020-01-01,West,4,19,,West|4|19,West|4|19,West|4|19,Environmental swab,Ground,Negative,1,TRUE
C14,Env_0152,,2020-01-01,West,4,19,,West|4|19,West|4|19,West|4|19,Environmental swab,Scale,Negative,1,TRUE
C15,Env_0153,,2020-01-01,West,4,19,,West|4|19,West|4|19,West|4|19,Environmental swab,Ground,Negative,1,TRUE
C16,Env_0154,,2020-01-01,West,4,19,,West|4|19,West|4|19,West|4|19,Environmental swab,Water,Negative,1,TRUE
C16_2,Env_0846,,2020-02-20,West,6,34,,West|6|34,West|6|34,West|6|34,Environmental swab,Surface of container,Negative,1,TRUE
C17,Env_0155,,2020-01-01,West,4,19,,West|4|19,West|4|19,West|4|19,Environmental swab,Wall,Negative,1,TRUE
C17_2,Env_0847,SRR23971439,2020-02-20,West,6,34,,West|6|34,West|6|34,West|6|34,Environmental swab,Surface of container,Negative,1,TRUE
C18,Env_0156,,2020-01-01,West,4,16-18,,West|4|16-18,West|4|16-18,West|4|16-18,Environmental swab,Food container,Negative,1,TRUE
C19,Env_0157,,2020-01-01,West,4,16-18,,West|4|16-18,West|4|16-18,West|4|16-18,Environmental swab,Food container,Negative,1,TRUE
C2,Env_0140,,2020-01-01,West,13,X2,,West|13|X2,West|13|X2,West|13|X2,Environmental swab,Food container,Negative,1,TRUE
C2_2,Env_0832,,2020-02-20,West,6,18,,West|6|18,West|6|18,West|6|18,Environmental swab,Inner surface of refrigerator,Negative,1,TRUE
C20,Env_0158,,2020-01-01,West,4,16-18,,West|4|16-18,West|4|16-18,West|4|16-18,Environmental swab,Scale,Negative,1,TRUE
C21,Env_0159,,2020-01-01,West,4,16-18,,West|4|16-18,West|4|16-18,West|4|16-18,Environmental swab,Table top,Negative,1,TRUE
C22,Env_0160,,2020-01-01,West,4,16-18,,West|4|16-18,West|4|16-18,West|4|16-18,Environmental swab,Sewage,Negative,1,TRUE
C23,Env_0161,,2020-01-01,West,4,16-18,,West|4|16-18,West|4|16-18,West|4|16-18,Environmental swab,Wall,Negative,1,TRUE
C24,Env_0162,,2020-01-01,West,4,16-18,,West|4|16-18,West|4|16-18,West|4|16-18,Environmental swab,Ground,Negative,1,TRUE
C25,Env_0163,,2020-01-01,West,4,X4-X6,,West|4|X4-X6,West|4|X4-X6,West|4|X4-X6,Environmental swab,Surface of packing bag for food,Negative,1,TRUE
C26,Env_0164,,2020-01-01,West,4,X4-X6,,West|4|X4-X6,West|4|X4-X6,West|4|X4-X6,Environmental swab,Food package in refrigerator,Negative,1,TRUE
C27,Env_0165,,2020-01-01,West,4,X4-X6,,West|4|X4-X6,West|4|X4-X6,West|4|X4-X6,Environmental swab,Food package in refrigerator,Negative,1,TRUE
C28,Env_0166,,2020-01-01,West,4,X4-X6,,West|4|X4-X6,West|4|X4-X6,West|4|X4-X6,Environmental swab,Food container,Negative,1,TRUE
C29,Env_0167,,2020-01-01,West,4,X4-X6,,West|4|X4-X6,West|4|X4-X6,West|4|X4-X6,Environmental swab,Wall,Negative,1,TRUE
C3,Env_0141,,2020-01-01,West,13,X2,,West|13|X2,West|13|X2,West|13|X2,Environmental swab,Surface of food,Negative,1,TRUE
C3_2,Env_0833,,2020-02-20,West,6,18,,West|6|18,West|6|18,West|6|18,Environmental swab,Inner surface of refrigerator,Negative,1,TRUE
C30,Env_0168,,2020-01-01,West,4,X4-X6,,West|4|X4-X6,West|4|X4-X6,West|4|X4-X6,Environmental swab,Scale,Negative,1,TRUE
C31,Env_0169,,2020-01-01,West,4,X4-X6,,West|4|X4-X6,West|4|X4-X6,West|4|X4-X6,Environmental swab,Ground,Negative,1,TRUE
C32,Env_0170,,2020-01-01,West,4,X4-X6,,West|4|X4-X6,West|4|X4-X6,West|4|X4-X6,Environmental swab,Table top,Negative,1,TRUE
C33,Env_0171,,2020-01-01,West,4,X4-X6,,West|4|X4-X6,West|4|X4-X6,West|4|X4-X6,Environmental swab,Outside surface of refrigerator,Negative,1,TRUE
C34,Env_0172,,2020-01-01,West,4,X4-X6,,West|4|X4-X6,West|4|X4-X6,West|4|X4-X6,Environmental swab,Sewage on floor,Negative,1,TRUE
C35,Env_0173,,2020-01-01,West,Back Street,3,,West|Back Street|3,West|Back Street|3,West|Back Street|3,Environmental swab,Motorcycle,Negative,1,TRUE
C36,Env_0174,,2020-01-01,West,Back Street,3,,West|Back Street|3,West|Back Street|3,West|Back Street|3,Environmental swab,Motorcycle,Negative,1,TRUE
C37,Env_0175,,2020-01-01,West,Back Street,17,,West|Back Street|17,West|Back Street|17,West|Back Street|17,Environmental swab,Motorcycle,Negative,1,TRUE
C4,Env_0142,,2020-01-01,West,13,X2,,West|13|X2,West|13|X2,West|13|X2,Environmental swab,Sewage on floor,Negative,1,TRUE
C4_2,Env_0834,,2020-02-20,West,6,18,,West|6|18,West|6|18,West|6|18,Environmental swab,Inner surface of refrigerator,Negative,1,TRUE
C5,Env_0143,,2020-01-01,West,13,X2,,West|13|X2,West|13|X2,West|13|X2,Environmental swab,Wall,Negative,1,TRUE
C5_2,Env_0835,,2020-02-20,West,6,18,,West|6|18,West|6|18,West|6|18,Environmental swab,Inner surface of refrigerator,Negative,1,TRUE
C6,Env_0144,,2020-01-01,West,13,X2,,West|13|X2,West|13|X2,West|13|X2,Environmental swab,Table top,Negative,1,TRUE
C7,Env_0145,,2020-01-01,West,13,X2,,West|13|X2,West|13|X2,West|13|X2,Environmental swab,Water,Negative,1,TRUE
C8,Env_0146,,2020-01-01,West,4,20,,West|4|20,West|4|20,West|4|20,Environmental swab,Surface of food,Negative,1,TRUE
CCDC-742,Env_0891,,2020-03-02,West,6,29,,West|6|29,West|6|29,West|6|29-31-33,Environmental swab,Surface of the door,Negative,1,TRUE
CCDC-743,Env_0892,,2020-03-02,West,6,29,,West|6|29,West|6|29,West|6|29-31-33,Environmental swab,Container,Negative,1,TRUE
CCDC-744,Env_0893,SRR23971511,2020-03-02,West,6,29,,West|6|29,West|6|29,West|6|29-31-33,Environmental swab,Ground,Negative,1,TRUE
CCDC-745,Env_0894,,2020-03-02,West,6,29,,West|6|29,West|6|29,West|6|29-31-33,Environmental swab,Container,Negative,1,TRUE
CCDC-746,Env_0895,SRR23971577,2020-03-02,West,6,29,,West|6|29,West|6|29,West|6|29-31-33,Environmental swab,Container,Negative,1,TRUE
CCDC-747,Env_0896,,2020-03-02,West,6,29,,West|6|29,West|6|29,West|6|29-31-33,Environmental swab,Container,Negative,1,TRUE
CCDC-748,Env_0897,,2020-03-02,West,6,36,,West|6|36,West|6|36,West|6|36,Environmental swab,Surface of the door,Negative,1,TRUE
CCDC-749,Env_0898,,2020-03-02,West,6,38,,West|6|38,West|6|38,West|6|38,Environmental swab,Surface of the door,Negative,1,TRUE
CCDC-750,Env_0899,,2020-03-02,West,7,38,,West|7|38,West|7|38,West|7|38,Environmental swab,Surface of the door,Negative,1,TRUE
CCDC-751,Env_0900,,2020-03-02,West,7,34,,West|7|34,West|7|34,West|7|34,Environmental swab,Inner surface of refrigerator,Negative,1,TRUE
CCDC-752,Env_0901,,2020-03-02,West,7,32,,West|7|32,West|7|32,West|7|30-32,Environmental swab,Inner surface of refrigerator,Negative,1,TRUE
CCDC-753,Env_0902,,2020-03-02,West,7,32,,West|7|32,West|7|32,West|7|30-32,Environmental swab,Surface of the door,Negative,1,TRUE
CCDC-754,Env_0903,,2020-03-02,West,7,26,,West|7|26,West|7|26,West|7|26-28,Environmental swab,Surface of the door,Negative,1,TRUE
CCDC-755,Env_0904,,2020-03-02,West,7,28,,West|7|28,West|7|28,West|7|26-28,Environmental swab,Inner surface of refrigerator,Negative,1,TRUE
CCDC-756,Env_0905,,2020-03-02,West,8,25,,West|8|25,West|8|25,West|8|25,Environmental swab,Surface of the door,Negative,1,TRUE
CCDC-757,Env_0906,,2020-03-02,West,8,25,,West|8|25,West|8|25,West|8|25,Environmental swab,Bucket,Negative,1,TRUE
CCDC-758,Env_0907,SRR23971588,2020-03-02,West,8,25,,West|8|25,West|8|25,West|8|25,Environmental swab,Container,Negative,1,TRUE
CCDC-759,Env_0908,,2020-03-02,West,8,25,,West|8|25,West|8|25,West|8|25,Environmental swab,Container,Negative,1,TRUE
CCDC-760,Env_0909,SRR23971522,2020-03-02,West,8,25,,West|8|25,West|8|25,West|8|25,Environmental swab,Ground,Negative,1,TRUE
CCDC-761,Env_0910,,2020-03-02,West,8,25,,West|8|25,West|8|25,West|8|25,Environmental swab,Surface of packing bag,Negative,1,TRUE
CCDC-762,Env_0911,,2020-03-02,West,8,25,,West|8|25,West|8|25,West|8|25,Environmental swab,Surface of packing bag,Negative,1,TRUE
CCDC-763,Env_0912,,2020-03-02,West,8,25,,West|8|25,West|8|25,West|8|25,Environmental swab,Surface of packing bag,Negative,1,TRUE
CCDC-764,Env_0913,,2020-03-02,West,8,30,,West|8|30,West|8|30,West|8|30,Environmental swab,Surface of the door,Negative,1,TRUE
CCDC-765,Env_0914,,2020-03-02,West,8,29,,West|8|29,West|8|29,West|8|29-31,Environmental swab,Surface of the door,Negative,1,TRUE
CCDC-766,Env_0915,,2020-03-02,West,8,34,,West|8|34,West|8|34,West|8|34,Environmental swab,Surface of the door,Negative,1,TRUE
CCDC-767,Env_0916,,2020-03-02,West,8,33,,West|8|33,West|8|33,West|8|33,Environmental swab,Surface of the door,Negative,1,TRUE
CCDC-768,Env_0917,,2020-03-02,West,8,38,,West|8|38,West|8|38,West|8|36-38,Environmental swab,Surface of the door,Negative,1,TRUE
CCDC-769,Env_0918,,2020-03-02,West,9,38,,West|9|38,West|9|38,West|9|38,Environmental swab,Surface of the door,Negative,1,TRUE
CCDC-770,Env_0919,,2020-03-02,West,9,38,,West|9|38,West|9|38,West|9|38,Environmental swab,Container,Negative,1,TRUE
CCDC-771,Env_0920,,2020-03-02,West,9,36,,West|9|36,West|9|36,West|9|34-36,Environmental swab,Surface of the door,Negative,1,TRUE
CCDC-772,Env_0921,,2020-03-02,West,9,25,,West|9|25,West|9|25,West|9|25,Environmental swab,Surface of the door,Negative,1,TRUE
CCDC-773,Env_0922,,2020-03-02,West,7,16,,West|7|16,West|7|16,West|7|16-18,Environmental swab,Surface of the door,Negative,1,TRUE
CCDC-774,Env_0923,,2020-03-02,West,6,9,,West|6|9,West|6|9,West|6|9,Environmental swab,Surface of the door,Negative,1,TRUE
D1,Env_0182,,2020-01-01,West,2,14,,West|2|14,West|2|14,West|2|14,Environmental swab,Scale,Negative,1,TRUE
D10,Env_0191,,2020-01-01,West,2,9-11,,West|2|9-11,West|2|9-11,West|2|9-11-13,Environmental swab,Clothe,Negative,1,TRUE
D11,Env_0192,,2020-01-01,West,2,9-11,,West|2|9-11,West|2|9-11,West|2|9-11-13,Environmental swab,Seafood cardboard box,Negative,1,TRUE
D12,Env_0193,,2020-01-01,West,2,9-11,,West|2|9-11,West|2|9-11,West|2|9-11-13,Environmental swab,Surface of foam box,Negative,1,TRUE
D13,Env_0194,,2020-01-01,West,2,9-11,,West|2|9-11,West|2|9-11,West|2|9-11-13,Environmental swab,Environmental swab,Negative,1,TRUE
D14,Env_0195,,2020-01-01,West,2,9-11,,West|2|9-11,West|2|9-11,West|2|9-11-13,Environmental swab,Stair handrail,Negative,1,TRUE
D15,Env_0196,,2020-01-01,West,2,9-11,,West|2|9-11,West|2|9-11,West|2|9-11-13,Environmental swab,Outside surface of refrigerator,Negative,1,TRUE
D16,Env_0197,,2020-01-01,West,2,9-11,,West|2|9-11,West|2|9-11,West|2|9-11-13,Environmental swab,Surface of chair,Negative,1,TRUE
D17,Env_0198,,2020-01-01,West,2,9-11,,West|2|9-11,West|2|9-11,West|2|9-11-13,Environmental swab,Basket,Negative,1,TRUE
D18,Env_0199,,2020-01-01,West,2,5-7,,West|2|5-7,West|2|5-7,West|2|5-7,Environmental swab,Cashier,Negative,1,TRUE
D19,Env_0200,,2020-01-01,West,2,5-7,,West|2|5-7,West|2|5-7,West|2|5-7,Environmental swab,Surface of phone,Negative,1,TRUE
D2,Env_0183,,2020-01-01,West,2,14,,West|2|14,West|2|14,West|2|14,Environmental swab,Cashier,Negative,1,TRUE
D20,Env_0201,,2020-01-01,West,2,5-7,,West|2|5-7,West|2|5-7,West|2|5-7,Environmental swab,Surface of ladder,Negative,1,TRUE
D21,Env_0202,,2020-01-01,West,2,5-7,,West|2|5-7,West|2|5-7,West|2|5-7,Environmental swab,Surface of monitor,Negative,1,TRUE
D22,Env_0203,,2020-01-01,West,2,5-7,,West|2|5-7,West|2|5-7,West|2|5-7,Environmental swab,Surface of food,Negative,1,TRUE
D23,Env_0204,,2020-01-01,West,15,15,,West|15|15,West|15|15,West|15|15,Environmental swab,Outside surface of freezer,Negative,1,TRUE
D24,Env_0205,,2020-01-01,West,15,15,,West|15|15,West|15|15,West|15|15,Environmental swab,Cashier,Negative,1,TRUE
D25,Env_0206,,2020-01-01,West,15,15,,West|15|15,West|15|15,West|15|15,Environmental swab,Surface of packing bag,Negative,1,TRUE
D26,Env_0207,,2020-01-01,West,15,15,,West|15|15,West|15|15,West|15|15,Environmental swab,Surface of packing bag for seafood in freezer,Negative,1,TRUE
D27,Env_0208,,2020-01-01,West,15,15,,West|15|15,West|15|15,West|15|15,Environmental swab,Surface of packing bag for fish in freezer,Negative,1,TRUE
D28,Env_0209,,2020-01-01,West,15,15,,West|15|15,West|15|15,West|15|15,Environmental swab,Inner surface of freezer,Negative,1,TRUE
D29,Env_0210,,2020-01-01,West,15,15,,West|15|15,West|15|15,West|15|15,Environmental swab,Surface of packing bag for meat,Negative,1,TRUE
D3,Env_0184,,2020-01-01,West,2,14,,West|2|14,West|2|14,West|2|14,Environmental swab,Pool,Negative,1,TRUE
D30,Env_0211,,2020-01-01,West,15,15,,West|15|15,West|15|15,West|15|15,Environmental swab,Surface of water cup,Negative,1,TRUE
D31,Env_0212,,2020-01-01,West,15,15,,West|15|15,West|15|15,West|15|15,Environmental swab,Meat in refrigerator,Negative,1,TRUE
D32,Env_0213,SRR23971574,2020-01-01,West,15,15,,West|15|15,West|15|15,West|15|15,Environmental swab,Surface of a cart,Positive,1,TRUE
D33,Env_0214,,2020-01-01,West,4,16-18,,West|4|16-18,West|4|16-18,West|4|16-18,Environmental swab,Scale,Negative,1,TRUE
D4,Env_0185,,2020-01-01,West,2,14,,West|2|14,West|2|14,West|2|14,Environmental swab,Towel,Negative,1,TRUE
D5,Env_0186,,2020-01-01,West,2,14,,West|2|14,West|2|14,West|2|14,Environmental swab,Hairy Crab cage,Negative,1,TRUE
D6,Env_0187,,2020-01-01,West,2,14,,West|2|14,West|2|14,West|2|14,Environmental swab,Pool,Negative,1,TRUE
D7,Env_0188,,2020-01-01,West,2,14,,West|2|14,West|2|14,West|2|14,Environmental swab,Pool,Negative,1,TRUE
D8,Env_0189,,2020-01-01,West,2,9-11,,West|2|9-11,West|2|9-11,West|2|9-11-13,Environmental swab,Cashier,Negative,1,TRUE
D9,Env_0190,,2020-01-01,West,2,9-11,,West|2|9-11,West|2|9-11,West|2|9-11-13,Environmental swab,Scale,Negative,1,TRUE
E-10-29-1,Env_0855,,2020-02-20,West,10,29,,West|10|29,West|10|29,West|10|29-31,Environmental swab,Container,Negative,1,TRUE
E-10-29-2,Env_0856,SRR23971440,2020-02-20,West,10,29,,West|10|29,West|10|29,West|10|29-31,Environmental swab,Container,Negative,1,TRUE
E-4-3.5,Env_0822,,2020-02-15,East,4,3-5,,East|4|3-5,East|4|3-5_drain,East|4|5-7-9,Water drain,Water drain,Negative,1,TRUE
E-4-7.9,Env_0823,,2020-02-15,East,4,7-9,,East|4|7-9,East|4|7-9_drain,East|4|5-7-9,Water drain,Water drain,Negative,1,TRUE
E-5-17,Env_0824,,2020-02-15,East,5,17,,East|5|17,East|5|17_drain,East|5|17,Water drain,Water drain,Negative,1,TRUE
E1,Env_0215,,2020-01-01,West,2,,,West|2|NA,West|2|NA,West|2|NA,Environmental swab,Door surface,Negative,1,TRUE
E10,Env_0224,,2020-01-01,West,2,7,,West|2|7,West|2|7,West|2|5-7,Environmental swab,Surface of the door,Negative,1,TRUE
E11,Env_0225,,2020-01-01,West,2,7,,West|2|7,West|2|7,West|2|5-7,Environmental swab,Ground,Negative,1,TRUE
E12,Env_0226,,2020-01-01,West,2,3,,West|2|3,West|2|3,West|2|3,Environmental swab,Surface of the door,Negative,1,TRUE
E13,Env_0227,,2020-01-01,West,2,3,,West|2|3,West|2|3,West|2|3,Environmental swab,Sewage on floor,Negative,1,TRUE
E14,Env_0228,,2020-01-01,West,2,4,,West|2|4,West|2|4,West|2|4,Environmental swab,Surface of cart,Negative,1,TRUE
E15,Env_0229,,2020-01-01,West,2,4,,West|2|4,West|2|4,West|2|4,Environmental swab,Surface of the door,Negative,1,TRUE
E16,Env_0230,,2020-01-01,West,8,30,,West|8|30,West|8|30,West|8|30,Environmental swab,Wall,Negative,1,TRUE
E17,Env_0231,,2020-01-01,West,8,30,,West|8|30,West|8|30,West|8|30,Environmental swab,Ground,Negative,1,TRUE
E18,Env_0232,,2020-01-01,West,8,30,,West|8|30,West|8|30,West|8|30,Environmental swab,Domestic water,Negative,1,TRUE
E19,Env_0233,,2020-01-01,West,8,30,,West|8|30,West|8|30,West|8|30,Environmental swab,Table top,Negative,1,TRUE
E2,Env_0216,,2020-01-01,West,2,9-11,,West|2|9-11,West|2|9-11,West|2|9-11-13,Environmental swab,Surface of the door,Negative,1,TRUE
E20,Env_0234,,2020-01-01,West,8,30,,West|8|30,West|8|30,West|8|30,Environmental swab,Foam box,Negative,1,TRUE
E21,Env_0235,,2020-01-01,West,8,30,,West|8|30,West|8|30,West|8|30,Environmental swab,Sewage on floor,Negative,1,TRUE
E22,Env_0236,,2020-01-01,West,8,30,,West|8|30,West|8|30,West|8|30,Environmental swab,Scissors,Negative,1,TRUE
E23,Env_0237,,2020-01-01,West,8,30,,West|8|30,West|8|30,West|8|30,Environmental swab,Surface of food,Negative,1,TRUE
E24,Env_0238,,2020-01-01,West,8,30,,West|8|30,West|8|30,West|8|30,Environmental swab,Surface of basin,Negative,1,TRUE
E25,Env_0239,,2020-01-01,West,8,30,,West|8|30,West|8|30,West|8|30,Environmental swab,Surface of food,Negative,1,TRUE
E26,Env_0240,,2020-01-01,West,8,30,,West|8|30,West|8|30,West|8|30,Environmental swab,Surface of light,Negative,1,TRUE
E27,Env_0241,,2020-01-01,West,8,27,,West|8|27,West|8|27,West|8|27,Environmental swab,Domestic water,Negative,1,TRUE
E28,Env_0242,,2020-01-01,West,8,30,,West|8|30,West|8|30,West|8|30,Environmental swab,Outside of trash cans,Negative,1,TRUE
E29,Env_0243,,2020-01-01,East,8,19,,East|8|19,East|8|19,East|8|19,Environmental swab,Ground,Negative,1,TRUE
E3,Env_0217,,2020-01-01,West,2,9-11,,West|2|9-11,West|2|9-11,West|2|9-11-13,Environmental swab,Ground,Negative,1,TRUE
E30,Env_0244,,2020-01-01,East,8,19,,East|8|19,East|8|19,East|8|19,Environmental swab,Surface of scale,Negative,1,TRUE
E31,Env_0245,,2020-01-01,East,8,19,,East|8|19,East|8|19,East|8|19,Environmental swab,Surface of apron,Negative,1,TRUE
E32,Env_0246,,2020-01-01,East,8,19,,East|8|19,East|8|19,East|8|19,Environmental swab,Basin,Negative,1,TRUE
E33,Env_0247,,2020-01-01,East,8,19,,East|8|19,East|8|19,East|8|19,Environmental swab,Wall,Negative,1,TRUE
E34,Env_0248,,2020-01-01,East,8,19,,East|8|19,East|8|19,East|8|19,Environmental swab,Surface of cart,Negative,1,TRUE
E35,Env_0249,,2020-01-01,East,8,19,,East|8|19,East|8|19,East|8|19,Environmental swab,Table top,Negative,1,TRUE
E36,Env_0250,,2020-01-01,East,8,19,,East|8|19,East|8|19,East|8|19,Environmental swab,Surface of shoe,Negative,1,TRUE
E37,Env_0251,,2020-01-01,East,8,19,,East|8|19,East|8|19,East|8|19,Environmental swab,Fishing net,Negative,1,TRUE
E38,Env_0252,,2020-01-01,East,8,19,,East|8|19,East|8|19,East|8|19,Environmental swab,Water in fishbowl,Negative,1,TRUE
E39,Env_0253,,2020-01-01,East,8,6,,East|8|6,East|8|6,East|8|6,Environmental swab,Water in fishbowl,Negative,1,TRUE
E4,Env_0218,,2020-01-01,West,2,9-11,,West|2|9-11,West|2|9-11,West|2|9-11-13,Environmental swab,Trash cans,Negative,1,TRUE
E40,Env_0254,,2020-01-01,East,8,6,,East|8|6,East|8|6,East|8|6,Environmental swab,Shrimp net,Negative,1,TRUE
